id,subject_id,subject_name,evaluation_method_code,evaluation_method_name,evaluation_method_pred,conduct_score_pred,severity_level,reason_text,solution_text
308,PLO0072,Lịch sử Đảng Cộng sản Việt Nam,EM1,Đánh giá chuyên cần,0.8497,0.8448,Thấp,[PLO0072 - Lịch sử Đảng Cộng sản Việt Nam] Điểm danh chưa đồng bộ giữa các lớp trên LMS,"Khen thưởng chuyên cần, phạt vắng không lý do"
309,INF0823,Thiết kế web (frontend),EM1,Đánh giá chuyên cần,0.5432,0.4786,Trung bình,[INF0823 - Thiết kế web (frontend)] Giảng viên cập nhật dữ liệu chuyên cần chậm (ghi nhận học kỳ này),Đồng bộ hoá dữ liệu điểm danh lên LMS sau buổi học
310,PLO0032,Tư tưởng Hồ Chí Minh,EM1,Đánh giá chuyên cần,0.4914,0.7058,Thấp,[PLO0032 - Tư tưởng Hồ Chí Minh] Thiếu cơ chế nhắc nhở chuyên cần theo tuần,Gắn chuyên cần vào tiêu chí CLO cụ thể
311,INF0823,Thiết kế web (frontend),EM1,Đánh giá chuyên cần,0.644,0.378,Trung bình,"[INF0823 - Thiết kế web (frontend)] Tham gia muộn, ảnh hưởng tiến độ bài giảng (ghi nhận học kỳ này)",Thông báo nhắc nhở theo tuần qua email/app
312,SKI0091,Kỹ năng khởi nghiệp,EM1,Đánh giá chuyên cần,0.6275,0.2267,Cao,[SKI0091 - Kỹ năng khởi nghiệp] Thiếu cơ chế nhắc nhở chuyên cần theo tuần,Gắn chuyên cần vào tiêu chí CLO cụ thể
313,INF1303,Phân tích dữ liệu kinh doanh,EM1,Đánh giá chuyên cần,0.8249,0.4239,Trung bình,[INF1303 - Phân tích dữ liệu kinh doanh] Điểm danh chưa đồng bộ giữa các lớp trên LMS,Áp dụng điểm danh tự động và cảnh báo sớm
314,PLO0052,Kinh tế chính trị Mác - Lênin,EM1,Đánh giá chuyên cần,0.5912,0.491,Trung bình,"[PLO0052 - Kinh tế chính trị Mác - Lênin] Sinh viên đi học không đều, bỏ tiết nhiều lần","Khen thưởng chuyên cần, phạt vắng không lý do"
315,INF1293,Phân tích dữ liệu lớn,EM1,Đánh giá chuyên cần,0.6329,0.852,Tốt,[INF1293 - Phân tích dữ liệu lớn] Giảng viên cập nhật dữ liệu chuyên cần chậm,Gắn chuyên cần vào tiêu chí CLO cụ thể
316,INF0912,An ninh mạng,EM1,Đánh giá chuyên cần,0.6454,0.4578,Trung bình,[INF0912 - An ninh mạng] Thiếu cơ chế nhắc nhở chuyên cần theo tuần,Đồng bộ hoá dữ liệu điểm danh lên LMS sau buổi học
317,INF0912,An ninh mạng,EM1,Đánh giá chuyên cần,0.4702,0.7247,Thấp,"[INF0912 - An ninh mạng] Tham gia muộn, ảnh hưởng tiến độ bài giảng",Thông báo nhắc nhở theo tuần qua email/app
318,INF1143,Xử lý ảnh số và thị giác máy tính,EM1,Đánh giá chuyên cần,0.4109,0.6188,Thấp,"[INF1143 - Xử lý ảnh số và thị giác máy tính] Sinh viên đi học không đều, bỏ tiết nhiều lần (ghi nhận học kỳ này)",Đồng bộ hoá dữ liệu điểm danh lên LMS sau buổi học
319,INF0912,An ninh mạng,EM1,Đánh giá chuyên cần,0.6426,0.0567,Cao,"[INF0912 - An ninh mạng] Sinh viên đi học không đều, bỏ tiết nhiều lần",Đồng bộ hoá dữ liệu điểm danh lên LMS sau buổi học
320,INF1453,Đồ họa máy tính,EM1,Đánh giá chuyên cần,0.9379,0.6928,Thấp,"[INF1453 - Đồ họa máy tính] Sinh viên đi học không đều, bỏ tiết nhiều lần",Thông báo nhắc nhở theo tuần qua email/app
321,INF1213,Robot công nghiệp,EM1,Đánh giá chuyên cần,0.4181,0.2643,Cao,[INF1213 - Robot công nghiệp] Giảng viên cập nhật dữ liệu chuyên cần chậm,Đồng bộ hoá dữ liệu điểm danh lên LMS sau buổi học
322,INF1203,Hệ thống thông minh,EM1,Đánh giá chuyên cần,0.5057,0.7974,Thấp,[INF1203 - Hệ thống thông minh] Điểm danh chưa đồng bộ giữa các lớp trên LMS (ghi nhận học kỳ này),"Khen thưởng chuyên cần, phạt vắng không lý do"
323,INF0433,Nhập môn lập trình,EM1,Đánh giá chuyên cần,0.8915,0.6192,Thấp,[INF0433 - Nhập môn lập trình] Giảng viên cập nhật dữ liệu chuyên cần chậm,Thông báo nhắc nhở theo tuần qua email/app
324,INF1453,Đồ họa máy tính,EM1,Đánh giá chuyên cần,0.7915,0.2025,Cao,"[INF1453 - Đồ họa máy tính] Tham gia muộn, ảnh hưởng tiến độ bài giảng",Thông báo nhắc nhở theo tuần qua email/app
325,SKI0061,Kỹ năng tư duy phản biện,EM1,Đánh giá chuyên cần,0.9192,0.7599,Thấp,[SKI0061 - Kỹ năng tư duy phản biện] Điểm danh chưa đồng bộ giữa các lớp trên LMS,Áp dụng điểm danh tự động và cảnh báo sớm
326,INF1203,Hệ thống thông minh,EM1,Đánh giá chuyên cần,0.6232,0.6238,Thấp,[INF1203 - Hệ thống thông minh] Giảng viên cập nhật dữ liệu chuyên cần chậm,Đồng bộ hoá dữ liệu điểm danh lên LMS sau buổi học
327,SKI0011,Kỹ năng thuyết trình,EM1,Đánh giá chuyên cần,0.533,0.6912,Thấp,[SKI0011 - Kỹ năng thuyết trình] Thiếu cơ chế nhắc nhở chuyên cần theo tuần,"Khen thưởng chuyên cần, phạt vắng không lý do"
328,INF1383,Tin học cơ sở (Introduction to Informatics),EM1,Đánh giá chuyên cần,0.7763,0.432,Trung bình,[INF1383 - Tin học cơ sở (Introduction to Informatics)] Giảng viên cập nhật dữ liệu chuyên cần chậm,Thông báo nhắc nhở theo tuần qua email/app
329,INF1502,Xử lý hậu kỳ,EM1,Đánh giá chuyên cần,0.6748,0.8375,Thấp,[INF1502 - Xử lý hậu kỳ] Thiếu cơ chế nhắc nhở chuyên cần theo tuần (ghi nhận học kỳ này),"Khen thưởng chuyên cần, phạt vắng không lý do"
330,PLO0072,Lịch sử Đảng Cộng sản Việt Nam,EM1,Đánh giá chuyên cần,0.6698,0.8138,Thấp,[PLO0072 - Lịch sử Đảng Cộng sản Việt Nam] Điểm danh chưa đồng bộ giữa các lớp trên LMS,Thông báo nhắc nhở theo tuần qua email/app
331,INF1502,Xử lý hậu kỳ,EM1,Đánh giá chuyên cần,0.4572,0.5516,Trung bình,"[INF1502 - Xử lý hậu kỳ] Sinh viên đi học không đều, bỏ tiết nhiều lần (ghi nhận học kỳ này)","Khen thưởng chuyên cần, phạt vắng không lý do"
332,SKI0011,Kỹ năng thuyết trình,EM1,Đánh giá chuyên cần,1.0,0.1093,Cao,"[SKI0011 - Kỹ năng thuyết trình] Tham gia muộn, ảnh hưởng tiến độ bài giảng",Đồng bộ hoá dữ liệu điểm danh lên LMS sau buổi học
333,BSC0092,Phương pháp luận nghiên cứu khoa học,EM1,Đánh giá chuyên cần,0.6625,0.5921,Trung bình,[BSC0092 - Phương pháp luận nghiên cứu khoa học] Điểm danh chưa đồng bộ giữa các lớp trên LMS,"Khen thưởng chuyên cần, phạt vắng không lý do"
334,INF1463,Khai phá dữ liệu,EM1,Đánh giá chuyên cần,0.5902,0.4913,Trung bình,[INF1463 - Khai phá dữ liệu] Thiếu cơ chế nhắc nhở chuyên cần theo tuần,"Khen thưởng chuyên cần, phạt vắng không lý do"
335,PLO0043,Triết học Mác - Lênin,EM1,Đánh giá chuyên cần,0.3791,0.1294,Cao,[PLO0043 - Triết học Mác - Lênin] Thiếu cơ chế nhắc nhở chuyên cần theo tuần,"Khen thưởng chuyên cần, phạt vắng không lý do"
336,INF1443,Thiết kế UX/UI,EM1,Đánh giá chuyên cần,0.7006,0.7604,Thấp,"[INF1443 - Thiết kế UX/UI] Sinh viên đi học không đều, bỏ tiết nhiều lần",Áp dụng điểm danh tự động và cảnh báo sớm
337,INF1522,Dự án nghề cơ bản,EM1,Đánh giá chuyên cần,0.7802,0.4827,Trung bình,"[INF1522 - Dự án nghề cơ bản] Sinh viên đi học không đều, bỏ tiết nhiều lần (ghi nhận học kỳ này)",Gắn chuyên cần vào tiêu chí CLO cụ thể
338,INF1293,Phân tích dữ liệu lớn,EM1,Đánh giá chuyên cần,0.5326,0.5888,Trung bình,"[INF1293 - Phân tích dữ liệu lớn] Tham gia muộn, ảnh hưởng tiến độ bài giảng",Thông báo nhắc nhở theo tuần qua email/app
339,INF0263,Mạng máy tính,EM1,Đánh giá chuyên cần,0.3747,0.3375,Trung bình,[INF0263 - Mạng máy tính] Thiếu cơ chế nhắc nhở chuyên cần theo tuần,Áp dụng điểm danh tự động và cảnh báo sớm
340,INF0243,Lập trình web (Backend),EM1,Đánh giá chuyên cần,0.5595,0.8407,Thấp,[INF0243 - Lập trình web (Backend)] Giảng viên cập nhật dữ liệu chuyên cần chậm (ghi nhận học kỳ này),Gắn chuyên cần vào tiêu chí CLO cụ thể
341,INF1423,Thiết kế hình ảnh,EM1,Đánh giá chuyên cần,1.0,0.8267,Thấp,[INF1423 - Thiết kế hình ảnh] Giảng viên cập nhật dữ liệu chuyên cần chậm,Gắn chuyên cần vào tiêu chí CLO cụ thể
342,INF0263,Mạng máy tính,EM1,Đánh giá chuyên cần,0.901,0.6193,Thấp,"[INF0263 - Mạng máy tính] Sinh viên đi học không đều, bỏ tiết nhiều lần","Khen thưởng chuyên cần, phạt vắng không lý do"
343,INF0243,Lập trình web (Backend),EM1,Đánh giá chuyên cần,0.662,0.3681,Trung bình,"[INF0243 - Lập trình web (Backend)] Tham gia muộn, ảnh hưởng tiến độ bài giảng",Gắn chuyên cần vào tiêu chí CLO cụ thể
344,SKI0011,Kỹ năng thuyết trình,EM1,Đánh giá chuyên cần,0.6517,0.6422,Thấp,[SKI0011 - Kỹ năng thuyết trình] Thiếu cơ chế nhắc nhở chuyên cần theo tuần,"Khen thưởng chuyên cần, phạt vắng không lý do"
345,INF1403,Anh văn chuyên ngành CNTT,EM1,Đánh giá chuyên cần,0.6066,0.3609,Trung bình,"[INF1403 - Anh văn chuyên ngành CNTT] Tham gia muộn, ảnh hưởng tiến độ bài giảng (ghi nhận học kỳ này)",Thông báo nhắc nhở theo tuần qua email/app
346,INF0433,Nhập môn lập trình,EM1,Đánh giá chuyên cần,0.6045,0.3404,Trung bình,[INF0433 - Nhập môn lập trình] Thiếu cơ chế nhắc nhở chuyên cần theo tuần,"Khen thưởng chuyên cần, phạt vắng không lý do"
347,INF0073,Cấu trúc dữ liệu và giải thuật,EM1,Đánh giá chuyên cần,0.8878,0.7007,Thấp,"[INF0073 - Cấu trúc dữ liệu và giải thuật] Sinh viên đi học không đều, bỏ tiết nhiều lần","Khen thưởng chuyên cần, phạt vắng không lý do"
348,INF1303,Phân tích dữ liệu kinh doanh,EM1,Đánh giá chuyên cần,0.7107,0.5551,Trung bình,"[INF1303 - Phân tích dữ liệu kinh doanh] Tham gia muộn, ảnh hưởng tiến độ bài giảng","Khen thưởng chuyên cần, phạt vắng không lý do"
349,INF1433,Thiết kế minh hoạ,EM1,Đánh giá chuyên cần,0.5711,0.3484,Trung bình,"[INF1433 - Thiết kế minh hoạ] Tham gia muộn, ảnh hưởng tiến độ bài giảng",Áp dụng điểm danh tự động và cảnh báo sớm
350,INF1443,Thiết kế UX/UI,EM1,Đánh giá chuyên cần,1.0,0.3413,Trung bình,[INF1443 - Thiết kế UX/UI] Thiếu cơ chế nhắc nhở chuyên cần theo tuần,"Khen thưởng chuyên cần, phạt vắng không lý do"
351,INF1502,Xử lý hậu kỳ,EM1,Đánh giá chuyên cần,0.6158,0.8168,Thấp,[INF1502 - Xử lý hậu kỳ] Thiếu cơ chế nhắc nhở chuyên cần theo tuần (ghi nhận học kỳ này),Áp dụng điểm danh tự động và cảnh báo sớm
352,INF0893,Mật mã và An toàn thông tin,EM1,Đánh giá chuyên cần,0.2364,0.5354,Trung bình,"[INF0893 - Mật mã và An toàn thông tin] Tham gia muộn, ảnh hưởng tiến độ bài giảng",Thông báo nhắc nhở theo tuần qua email/app
353,INF1303,Phân tích dữ liệu kinh doanh,EM1,Đánh giá chuyên cần,0.6611,0.4025,Trung bình,"[INF1303 - Phân tích dữ liệu kinh doanh] Sinh viên đi học không đều, bỏ tiết nhiều lần",Áp dụng điểm danh tự động và cảnh báo sớm
354,INF0203,Lập trình hướng đối tượng và ứng dụng,EM1,Đánh giá chuyên cần,1.0,0.6509,Thấp,"[INF0203 - Lập trình hướng đối tượng và ứng dụng] Sinh viên đi học không đều, bỏ tiết nhiều lần",Gắn chuyên cần vào tiêu chí CLO cụ thể
355,INF1423,Thiết kế hình ảnh,EM1,Đánh giá chuyên cần,0.3902,0.9008,Tốt,[INF1423 - Thiết kế hình ảnh] Điểm danh chưa đồng bộ giữa các lớp trên LMS,Thông báo nhắc nhở theo tuần qua email/app
356,INF1423,Thiết kế hình ảnh,EM1,Đánh giá chuyên cần,0.4803,0.5229,Trung bình,[INF1423 - Thiết kế hình ảnh] Thiếu cơ chế nhắc nhở chuyên cần theo tuần (ghi nhận học kỳ này),Áp dụng điểm danh tự động và cảnh báo sớm
357,INF1263,Kiểm thử phần mềm,EM1,Đánh giá chuyên cần,0.6276,0.3606,Trung bình,[INF1263 - Kiểm thử phần mềm] Thiếu cơ chế nhắc nhở chuyên cần theo tuần,Gắn chuyên cần vào tiêu chí CLO cụ thể
358,INF0083,Cơ sở dữ liệu,EM1,Đánh giá chuyên cần,0.7408,0.6856,Thấp,"[INF0083 - Cơ sở dữ liệu] Sinh viên đi học không đều, bỏ tiết nhiều lần (ghi nhận học kỳ này)","Khen thưởng chuyên cần, phạt vắng không lý do"
359,INF0653,Kiến trúc phần mềm hiện đại,EM2,Đánh giá bài tập cá nhân,0.7098,0.5863,Trung bình,[INF0653 - Kiến trúc phần mềm hiện đại] Rubric chưa công bố ngay từ đầu học phần,Công bố rubric trước khi giao bài
360,INF1443,Thiết kế UX/UI,EM2,Đánh giá bài tập cá nhân,0.6772,0.32,Trung bình,[INF1443 - Thiết kế UX/UI] Đề bài chưa rõ khiến sinh viên hiểu sai (ghi nhận học kỳ này),Công bố rubric trước khi giao bài
361,INF1413,Cơ sở tạo hình,EM2,Đánh giá bài tập cá nhân,0.4745,0.5786,Trung bình,[INF1413 - Cơ sở tạo hình] Phản hồi sau chấm chưa kịp thời,"Phản hồi sớm, minh hoạ bằng bài đạt chuẩn"
362,INF0823,Thiết kế web (frontend),EM2,Đánh giá bài tập cá nhân,0.8009,0.6567,Thấp,"[INF0823 - Thiết kế web (frontend)] Khối lượng bài tập lớn, thiếu chiều sâu",Công bố rubric trước khi giao bài
363,INF1433,Thiết kế minh hoạ,EM2,Đánh giá bài tập cá nhân,0.3953,0.7391,Thấp,[INF1433 - Thiết kế minh hoạ] Bài tập nộp trễ hoặc phát hiện sao chép,Cho phép nộp lại sau khi có phản hồi
364,INF1502,Xử lý hậu kỳ,EM2,Đánh giá bài tập cá nhân,0.554,0.362,Trung bình,[INF1502 - Xử lý hậu kỳ] Rubric chưa công bố ngay từ đầu học phần,"Phản hồi sớm, minh hoạ bằng bài đạt chuẩn"
365,INF0203,Lập trình hướng đối tượng và ứng dụng,EM2,Đánh giá bài tập cá nhân,0.5316,0.292,Cao,[INF0203 - Lập trình hướng đối tượng và ứng dụng] Bài tập nộp trễ hoặc phát hiện sao chép,Cho phép nộp lại sau khi có phản hồi
366,INF1453,Đồ họa máy tính,EM2,Đánh giá bài tập cá nhân,0.5363,0.7222,Thấp,[INF1453 - Đồ họa máy tính] Rubric chưa công bố ngay từ đầu học phần (ghi nhận học kỳ này),Cho phép nộp lại sau khi có phản hồi
367,INF1203,Hệ thống thông minh,EM2,Đánh giá bài tập cá nhân,0.4049,0.4764,Trung bình,[INF1203 - Hệ thống thông minh] Bài tập nộp trễ hoặc phát hiện sao chép,Đào tạo về đạo văn và trích dẫn chuẩn
368,INF0823,Thiết kế web (frontend),EM2,Đánh giá bài tập cá nhân,0.5121,0.5424,Trung bình,"[INF0823 - Thiết kế web (frontend)] Khối lượng bài tập lớn, thiếu chiều sâu (ghi nhận học kỳ này)",Cho phép nộp lại sau khi có phản hồi
369,INF0433,Nhập môn lập trình,EM2,Đánh giá bài tập cá nhân,0.1577,0.5227,Trung bình,"[INF0433 - Nhập môn lập trình] Khối lượng bài tập lớn, thiếu chiều sâu (ghi nhận học kỳ này)","Giảm số bài, tăng chiều sâu và hướng dẫn mẫu"
370,INF0243,Lập trình web (Backend),EM2,Đánh giá bài tập cá nhân,0.7739,0.4441,Trung bình,[INF0243 - Lập trình web (Backend)] Phản hồi sau chấm chưa kịp thời,Đào tạo về đạo văn và trích dẫn chuẩn
371,INF1423,Thiết kế hình ảnh,EM2,Đánh giá bài tập cá nhân,0.5551,0.5527,Trung bình,[INF1423 - Thiết kế hình ảnh] Bài tập nộp trễ hoặc phát hiện sao chép,Cho phép nộp lại sau khi có phản hồi
372,INF1433,Thiết kế minh hoạ,EM2,Đánh giá bài tập cá nhân,0.6214,0.8414,Thấp,[INF1433 - Thiết kế minh hoạ] Rubric chưa công bố ngay từ đầu học phần,"Giảm số bài, tăng chiều sâu và hướng dẫn mẫu"
373,INF1473,Học sâu,EM2,Đánh giá bài tập cá nhân,0.9869,0.6215,Thấp,[INF1473 - Học sâu] Bài tập nộp trễ hoặc phát hiện sao chép,Công bố rubric trước khi giao bài
374,INF0203,Lập trình hướng đối tượng và ứng dụng,EM2,Đánh giá bài tập cá nhân,0.6127,0.8211,Thấp,[INF0203 - Lập trình hướng đối tượng và ứng dụng] Phản hồi sau chấm chưa kịp thời,"Giảm số bài, tăng chiều sâu và hướng dẫn mẫu"
375,INF0912,An ninh mạng,EM2,Đánh giá bài tập cá nhân,0.539,0.4263,Trung bình,[INF0912 - An ninh mạng] Phản hồi sau chấm chưa kịp thời (ghi nhận học kỳ này),"Giảm số bài, tăng chiều sâu và hướng dẫn mẫu"
376,INF1532,Dự án nghề nâng cao,EM2,Đánh giá bài tập cá nhân,0.8757,0.3181,Trung bình,[INF1532 - Dự án nghề nâng cao] Bài tập nộp trễ hoặc phát hiện sao chép,Đào tạo về đạo văn và trích dẫn chuẩn
377,PLO0072,Lịch sử Đảng Cộng sản Việt Nam,EM2,Đánh giá bài tập cá nhân,0.5025,0.4102,Trung bình,[PLO0072 - Lịch sử Đảng Cộng sản Việt Nam] Đề bài chưa rõ khiến sinh viên hiểu sai,Công bố rubric trước khi giao bài
378,INF1403,Anh văn chuyên ngành CNTT,EM2,Đánh giá bài tập cá nhân,0.8957,0.3057,Trung bình,[INF1403 - Anh văn chuyên ngành CNTT] Rubric chưa công bố ngay từ đầu học phần,"Phản hồi sớm, minh hoạ bằng bài đạt chuẩn"
379,INF1393,Kiến trúc máy tính,EM2,Đánh giá bài tập cá nhân,0.4434,0.5233,Trung bình,[INF1393 - Kiến trúc máy tính] Đề bài chưa rõ khiến sinh viên hiểu sai,"Giảm số bài, tăng chiều sâu và hướng dẫn mẫu"
380,INF0243,Lập trình web (Backend),EM2,Đánh giá bài tập cá nhân,0.7413,0.6295,Thấp,[INF0243 - Lập trình web (Backend)] Đề bài chưa rõ khiến sinh viên hiểu sai,"Giảm số bài, tăng chiều sâu và hướng dẫn mẫu"
381,INF1293,Phân tích dữ liệu lớn,EM2,Đánh giá bài tập cá nhân,0.6724,0.3558,Trung bình,"[INF1293 - Phân tích dữ liệu lớn] Khối lượng bài tập lớn, thiếu chiều sâu","Giảm số bài, tăng chiều sâu và hướng dẫn mẫu"
382,PLO0043,Triết học Mác - Lênin,EM2,Đánh giá bài tập cá nhân,0.4828,0.5697,Trung bình,[PLO0043 - Triết học Mác - Lênin] Phản hồi sau chấm chưa kịp thời,Công bố rubric trước khi giao bài
383,PLO0032,Tư tưởng Hồ Chí Minh,EM2,Đánh giá bài tập cá nhân,0.6057,0.5817,Trung bình,[PLO0032 - Tư tưởng Hồ Chí Minh] Bài tập nộp trễ hoặc phát hiện sao chép,Công bố rubric trước khi giao bài
384,INF1543,Thực tập tốt nghiệp,EM2,Đánh giá bài tập cá nhân,0.5259,0.2207,Cao,[INF1543 - Thực tập tốt nghiệp] Rubric chưa công bố ngay từ đầu học phần,"Giảm số bài, tăng chiều sâu và hướng dẫn mẫu"
385,INF0263,Mạng máy tính,EM2,Đánh giá bài tập cá nhân,0.7722,0.2598,Cao,[INF0263 - Mạng máy tính] Phản hồi sau chấm chưa kịp thời,"Giảm số bài, tăng chiều sâu và hướng dẫn mẫu"
386,INF1463,Khai phá dữ liệu,EM2,Đánh giá bài tập cá nhân,0.7251,0.737,Thấp,[INF1463 - Khai phá dữ liệu] Bài tập nộp trễ hoặc phát hiện sao chép,"Giảm số bài, tăng chiều sâu và hướng dẫn mẫu"
387,INF0137,Đồ án tốt nghiệp (**),EM2,Đánh giá bài tập cá nhân,0.7759,0.206,Cao,[INF0137 - Đồ án tốt nghiệp (**)] Bài tập nộp trễ hoặc phát hiện sao chép (ghi nhận học kỳ này),Công bố rubric trước khi giao bài
388,INF0137,Đồ án tốt nghiệp (**),EM2,Đánh giá bài tập cá nhân,0.5458,0.8803,Tốt,[INF0137 - Đồ án tốt nghiệp (**)] Bài tập nộp trễ hoặc phát hiện sao chép (ghi nhận học kỳ này),"Phản hồi sớm, minh hoạ bằng bài đạt chuẩn"
389,INF0243,Lập trình web (Backend),EM2,Đánh giá bài tập cá nhân,0.6284,0.6271,Thấp,[INF0243 - Lập trình web (Backend)] Rubric chưa công bố ngay từ đầu học phần,"Giảm số bài, tăng chiều sâu và hướng dẫn mẫu"
390,INF0137,Đồ án tốt nghiệp (**),EM2,Đánh giá bài tập cá nhân,0.8528,0.1875,Cao,[INF0137 - Đồ án tốt nghiệp (**)] Phản hồi sau chấm chưa kịp thời,Cho phép nộp lại sau khi có phản hồi
391,INF1443,Thiết kế UX/UI,EM2,Đánh giá bài tập cá nhân,0.6033,0.2493,Cao,"[INF1443 - Thiết kế UX/UI] Khối lượng bài tập lớn, thiếu chiều sâu","Giảm số bài, tăng chiều sâu và hướng dẫn mẫu"
392,INF1353,Phát triển ứng dụng Thực tế ảo,EM2,Đánh giá bài tập cá nhân,0.8382,0.6564,Thấp,[INF1353 - Phát triển ứng dụng Thực tế ảo] Rubric chưa công bố ngay từ đầu học phần,"Giảm số bài, tăng chiều sâu và hướng dẫn mẫu"
393,PLO0032,Tư tưởng Hồ Chí Minh,EM2,Đánh giá bài tập cá nhân,0.8737,0.8678,Tốt,[PLO0032 - Tư tưởng Hồ Chí Minh] Đề bài chưa rõ khiến sinh viên hiểu sai,"Phản hồi sớm, minh hoạ bằng bài đạt chuẩn"
394,INF0137,Đồ án tốt nghiệp (**),EM2,Đánh giá bài tập cá nhân,0.9046,0.1054,Cao,"[INF0137 - Đồ án tốt nghiệp (**)] Khối lượng bài tập lớn, thiếu chiều sâu (ghi nhận học kỳ này)",Công bố rubric trước khi giao bài
395,INF0303,Lập trình trên thiết bị di động,EM2,Đánh giá bài tập cá nhân,0.7502,0.7862,Thấp,[INF0303 - Lập trình trên thiết bị di động] Rubric chưa công bố ngay từ đầu học phần,Cho phép nộp lại sau khi có phản hồi
396,INF1003,Điện toán đám mây,EM2,Đánh giá bài tập cá nhân,0.8996,0.4992,Trung bình,[INF1003 - Điện toán đám mây] Đề bài chưa rõ khiến sinh viên hiểu sai,Cho phép nộp lại sau khi có phản hồi
397,BSC0092,Phương pháp luận nghiên cứu khoa học,EM2,Đánh giá bài tập cá nhân,0.7304,0.5204,Trung bình,[BSC0092 - Phương pháp luận nghiên cứu khoa học] Phản hồi sau chấm chưa kịp thời,Công bố rubric trước khi giao bài
398,INF1403,Anh văn chuyên ngành CNTT,EM2,Đánh giá bài tập cá nhân,0.4402,0.6116,Thấp,[INF1403 - Anh văn chuyên ngành CNTT] Đề bài chưa rõ khiến sinh viên hiểu sai,Đào tạo về đạo văn và trích dẫn chuẩn
399,INF1383,Tin học cơ sở (Introduction to Informatics),EM2,Đánh giá bài tập cá nhân,0.6952,0.4541,Trung bình,[INF1383 - Tin học cơ sở (Introduction to Informatics)] Bài tập nộp trễ hoặc phát hiện sao chép,"Phản hồi sớm, minh hoạ bằng bài đạt chuẩn"
400,INF1502,Xử lý hậu kỳ,EM2,Đánh giá bài tập cá nhân,0.8663,0.8288,Thấp,[INF1502 - Xử lý hậu kỳ] Rubric chưa công bố ngay từ đầu học phần,Cho phép nộp lại sau khi có phản hồi
401,INF1293,Phân tích dữ liệu lớn,EM2,Đánh giá bài tập cá nhân,0.6987,0.4209,Trung bình,[INF1293 - Phân tích dữ liệu lớn] Đề bài chưa rõ khiến sinh viên hiểu sai,"Phản hồi sớm, minh hoạ bằng bài đạt chuẩn"
402,INF1293,Phân tích dữ liệu lớn,EM2,Đánh giá bài tập cá nhân,0.6169,0.5208,Trung bình,[INF1293 - Phân tích dữ liệu lớn] Rubric chưa công bố ngay từ đầu học phần (ghi nhận học kỳ này),"Phản hồi sớm, minh hoạ bằng bài đạt chuẩn"
403,INF0802,Giới thiệu ngành và Kỹ năng nghề nghiệp,EM2,Đánh giá bài tập cá nhân,0.9186,0.7287,Thấp,[INF0802 - Giới thiệu ngành và Kỹ năng nghề nghiệp] Phản hồi sau chấm chưa kịp thời,Công bố rubric trước khi giao bài
404,INF1073,Xử lý ngôn ngữ tự nhiên,EM2,Đánh giá bài tập cá nhân,1.0,0.3445,Trung bình,[INF1073 - Xử lý ngôn ngữ tự nhiên] Rubric chưa công bố ngay từ đầu học phần (ghi nhận học kỳ này),Cho phép nộp lại sau khi có phản hồi
405,PLO0072,Lịch sử Đảng Cộng sản Việt Nam,EM2,Đánh giá bài tập cá nhân,0.6568,0.6282,Thấp,[PLO0072 - Lịch sử Đảng Cộng sản Việt Nam] Rubric chưa công bố ngay từ đầu học phần,"Giảm số bài, tăng chiều sâu và hướng dẫn mẫu"
406,INF1383,Tin học cơ sở (Introduction to Informatics),EM2,Đánh giá bài tập cá nhân,0.8539,0.8693,Tốt,[INF1383 - Tin học cơ sở (Introduction to Informatics)] Đề bài chưa rõ khiến sinh viên hiểu sai (ghi nhận học kỳ này),Cho phép nộp lại sau khi có phản hồi
407,SKI0021,"Kỹ năng lễ tân, khánh tiết, giao tiếp",EM2,Đánh giá bài tập cá nhân,0.5129,0.7251,Thấp,"[SKI0021 - Kỹ năng lễ tân, khánh tiết, giao tiếp] Đề bài chưa rõ khiến sinh viên hiểu sai",Công bố rubric trước khi giao bài
408,INF1463,Khai phá dữ liệu,EM2,Đánh giá bài tập cá nhân,0.6144,0.3825,Trung bình,[INF1463 - Khai phá dữ liệu] Bài tập nộp trễ hoặc phát hiện sao chép (ghi nhận học kỳ này),"Phản hồi sớm, minh hoạ bằng bài đạt chuẩn"
409,SKI0011,Kỹ năng thuyết trình,EM2,Đánh giá bài tập cá nhân,0.7721,0.651,Thấp,[SKI0011 - Kỹ năng thuyết trình] Phản hồi sau chấm chưa kịp thời,"Phản hồi sớm, minh hoạ bằng bài đạt chuẩn"
410,INF1303,Phân tích dữ liệu kinh doanh,EM2,Đánh giá bài tập cá nhân,0.6603,0.7955,Thấp,[INF1303 - Phân tích dữ liệu kinh doanh] Bài tập nộp trễ hoặc phát hiện sao chép,"Giảm số bài, tăng chiều sâu và hướng dẫn mẫu"
411,PLO0032,Tư tưởng Hồ Chí Minh,EM2,Đánh giá bài tập cá nhân,0.6675,0.5306,Trung bình,"[PLO0032 - Tư tưởng Hồ Chí Minh] Khối lượng bài tập lớn, thiếu chiều sâu (ghi nhận học kỳ này)",Đào tạo về đạo văn và trích dẫn chuẩn
412,INF1493,Thiết kế đồ họa,EM2,Đánh giá bài tập cá nhân,0.8092,0.4642,Trung bình,[INF1493 - Thiết kế đồ họa] Rubric chưa công bố ngay từ đầu học phần,"Phản hồi sớm, minh hoạ bằng bài đạt chuẩn"
